BusinessDate,NetAmount_summary
11-11-2023,130.8333
19-07-2023,101.0416
21-06-2023,112.0832
30-06-2023,74.5833
17-08-2023,325.8335
08-07-2023,90.8332
07-06-2023,157.9582
12-08-2023,243.75
06-05-2023,36.25
20-05-2023,154.9999
14-01-2023,116.75
20-05-2023,261.25
21-10-2023,33.3333
20-05-2023,228.7084
04-02-2023,93.1665
15-10-2023,172.0833
07-07-2023,165.8334
23-06-2023,221.6665
30-09-2023,74.5833
24-06-2023,114.3999
16-06-2023,55.375
14-01-2023,83.3333
21-02-2023,140.2916
11-06-2023,148.2915
17-02-2023,350.7916
22-07-2023,215.4165
12-05-2023,0.0
07-07-2023,136.6666
07-10-2023,22.4999
30-05-2023,101.6666
22-07-2023,163.3333
04-06-2023,0.0
19-05-2023,0.0
18-07-2023,30.0
03-11-2023,133.7499
28-10-2023,154.9999
30-04-2023,250.7917
10-08-2023,85.4168
04-02-2023,188.7498
24-08-2023,177.9166
20-08-2023,72.9167
22-08-2023,105.8334
21-06-2023,112.0832
01-08-2023,219.1666
01-09-2023,210.8332
12-10-2023,81.0415
16-06-2023,52.6667
25-08-2023,119.5831
22-02-2023,88.3333
09-09-2023,330.8334
13-01-2023,159.6249
18-03-2023,249.3332
16-03-2023,51.4166
09-02-2023,185.65
23-08-2023,123.9582
22-04-2023,189.9581
18-02-2023,26.6666
01-04-2023,182.9166
31-03-2023,150.7915
11-11-2023,146.25
03-03-2023,229.9999
03-03-2023,122.0416
24-02-2023,0.0
18-02-2023,110.375
20-09-2023,165.4166
29-06-2023,125.0
20-01-2023,100.2332
20-05-2023,23.3334
01-08-2023,103.125
28-02-2023,82.8333
26-05-2023,89.375
20-11-2023,42.5834
25-08-2023,230.0832
15-03-2023,411.5835
19-07-2023,60.4167
08-11-2023,99.9999
15-09-2023,33.3333
31-01-2023,0.0
23-07-2023,34.375
02-04-2023,143.3332
30-04-2023,102.0832
26-01-2023,151.0666
17-05-2023,252.0835
12-03-2023,95.4166
18-02-2023,86.2084
19-04-2023,50.4166
05-11-2023,26.6666
21-01-2023,243.1499
20-05-2023,82.6666
27-09-2023,355.4166
01-10-2023,266.6667
26-11-2023,205.4167
03-10-2023,143.75
12-04-2023,63.7499
26-05-2023,245.3748
25-04-2023,180.4166
03-10-2023,816.2498
04-02-2023,218.6168
22-11-2023,188.3333
08-07-2023,439.7916
25-05-2023,156.0415
17-11-2023,85.8333
30-08-2023,125.4166
14-04-2023,117.4582
23-09-2023,38.1249
09-04-2023,163.2917
25-03-2023,96.25
22-08-2023,165.8332
23-09-2023,48.75
18-06-2023,178.125
10-03-2023,128.2916
24-11-2023,112.4999
03-06-2023,246.3749
25-05-2023,225.7916
29-06-2023,164.9999
11-02-2023,135.25
25-11-2023,80.0001
03-02-2023,703.4667
07-01-2023,578.3749
29-08-2023,193.75
04-03-2023,129.9582
14-02-2023,142.9832
12-02-2023,0.0
07-01-2023,113.7917
08-09-2023,485.0001
21-03-2023,121.6666
19-05-2023,163.7083
30-06-2023,74.7917
11-11-2023,110.8332
20-09-2023,100.6249
02-09-2023,164.5834
21-10-2023,95.0
06-01-2023,95.8334
23-10-2023,152.5001
07-07-2023,279.1666
11-03-2023,47.9168
06-06-2023,240.3749
04-11-2023,216.6665
27-05-2023,145.625
08-04-2023,324.1665
17-02-2023,110.7916
17-06-2023,0.0
28-09-2023,419.9998
08-07-2023,90.8334
18-05-2023,149.5416
24-06-2023,112.0833
27-06-2023,201.6667
03-03-2023,303.2916
09-07-2023,178.3333
10-11-2023,186.4584
11-04-2023,100.8333
21-03-2023,177.0416
08-02-2023,1137.4997
16-03-2023,150.7502
11-08-2023,99.1666
13-11-2023,145.8332
17-09-2023,122.9167
31-01-2023,112.7501
26-11-2023,205.4167
17-11-2023,287.9166
21-06-2023,76.8749
23-05-2023,158.7081
17-03-2023,135.4166
21-01-2023,52.2082
05-09-2023,106.6666
11-04-2023,0.0
14-06-2023,117.0832
24-06-2023,202.0834
31-08-2023,459.7916
25-11-2023,48.3334
13-08-2023,125.6248
23-09-2023,273.3333
14-01-2023,132.5417
30-03-2023,439.9585
01-09-2023,55.0
16-09-2023,84.9166
21-10-2023,272.0832
16-03-2023,157.0832
21-01-2023,0.0
14-01-2023,970.8754
01-07-2023,202.0831
04-02-2023,103.5665
07-07-2023,177.5001
29-06-2023,138.9582
18-02-2023,193.9582
09-08-2023,135.4166
27-01-2023,73.6333
28-09-2023,73.3334
14-10-2023,137.0834
29-04-2023,140.2918
01-04-2023,132.4998
01-07-2023,66.0416
25-04-2023,180.4166
13-10-2023,250.0
23-02-2023,116.6667
25-06-2023,127.4999
25-03-2023,92.0417
21-06-2023,33.125
10-06-2023,5416.6638
09-09-2023,165.4167
11-07-2023,12.9167
06-04-2023,165.8916
05-08-2023,184.3748
03-08-2023,59.5833
11-06-2023,219.5416
19-03-2023,63.3333
23-03-2023,162.4999
08-10-2023,159.5832
26-07-2023,413.75
22-03-2023,200.375
17-06-2023,61.6666
19-05-2023,237.0416
25-03-2023,381.6667
14-02-2023,176.4833
03-10-2023,0.0
25-07-2023,341.2498
28-03-2023,124.3332
10-10-2023,198.7499
29-06-2023,222.5002
22-07-2023,0.0
27-01-2023,106.9999
15-04-2023,133.75
13-11-2023,42.9166
12-08-2023,119.5833
11-07-2023,176.2499
27-05-2023,113.2499
09-03-2023,165.0
25-02-2023,148.2917
25-07-2023,74.5832
25-11-2023,100.2082
11-02-2023,133.75
24-08-2023,120.0
01-10-2023,266.6667
09-02-2023,185.65
27-07-2023,0.0
19-02-2023,232.4584
12-05-2023,116.6667
18-08-2023,151.8333
20-10-2023,140.8333
16-11-2023,60.4166
29-04-2023,182.5
05-05-2023,121.625
29-10-2023,111.2499
24-06-2023,272.5
15-04-2023,237.0413
06-06-2023,66.2083
13-11-2023,145.8332
24-06-2023,197.4998
12-05-2023,260.3749
04-03-2023,67.4583
25-02-2023,140.0001
18-03-2023,63.3333
28-04-2023,127.0417
08-04-2023,78.3333
17-08-2023,39.9999
19-07-2023,36.25
24-08-2023,47.0834
06-01-2023,127.7335
31-10-2023,153.3332
27-06-2023,262.9167
11-03-2023,75.1667
07-04-2023,767.8335
11-03-2023,553.2498
21-01-2023,268.9168
07-04-2023,78.3333
04-11-2023,196.25
06-10-2023,64.4999
10-11-2023,126.0416
22-09-2023,185.8334
04-02-2023,216.8168
05-04-2023,119.4666
19-05-2023,10.0
10-08-2023,63.9583
07-02-2023,262.1665
10-06-2023,144.1666
18-01-2023,148.3749
25-06-2023,125.6249
04-07-2023,0.0
20-04-2023,212.4998
04-03-2023,168.3333
14-05-2023,141.6667
10-06-2023,5416.6638
25-08-2023,26.6666
28-03-2023,124.3332
23-06-2023,221.6665
18-06-2023,230.8333
14-10-2023,0.0
21-04-2023,27.9167
09-06-2023,152.2498
11-02-2023,135.25
10-05-2023,297.458
04-02-2023,103.5665
01-08-2023,130.8333
22-08-2023,26.6667
17-03-2023,497.8333
08-04-2023,78.3333
20-01-2023,169.8167
16-02-2023,109.9583
12-05-2023,171.2083
03-11-2023,365.4166
09-03-2023,353.2081
01-07-2023,294.5832
23-09-2023,132.0832
28-01-2023,109.0
23-06-2023,179.3752
20-05-2023,192.5001
08-10-2023,254.8335
30-07-2023,116.4584
15-07-2023,0.0
08-07-2023,499.5831
19-07-2023,171.6666
10-06-2023,5416.6638
07-07-2023,149.9999
23-07-2023,42.5
21-05-2023,131.625
05-08-2023,108.3332
21-01-2023,73.15
18-05-2023,146.2083
19-01-2023,90.3332
25-07-2023,68.7501
18-07-2023,212.2916
25-01-2023,64.65
02-08-2023,0.0
28-10-2023,257.0834
12-07-2023,0.0
26-05-2023,211.6667
13-01-2023,231.8749
21-10-2023,137.9167
24-06-2023,23.3333
16-09-2023,10.0
08-08-2023,0.0
04-02-2023,253.15
30-06-2023,10.0
11-03-2023,124.3748
26-10-2023,115.8334
07-01-2023,222.3749
22-04-2023,59.8333
15-08-2023,112.4999
18-11-2023,211.6664
16-07-2023,89.1667
07-07-2023,82.9167
11-03-2023,124.3748
01-07-2023,294.5832
25-06-2023,65.8334
28-01-2023,105.75
08-02-2023,3.3333
25-03-2023,302.875
17-09-2023,157.4999
12-01-2023,239.4165
25-02-2023,144.5418
09-07-2023,267.9166
24-03-2023,123.3333
09-07-2023,237.2916
29-08-2023,102.7082
17-03-2023,197.4584
16-09-2023,239.9999
01-11-2023,87.9165
26-07-2023,0.0
25-11-2023,47.9167
19-05-2023,356.9999
09-04-2023,187.5
23-06-2023,202.5001
06-07-2023,3.3333
15-08-2023,127.0835
17-08-2023,542.9166
08-11-2023,99.9999
29-07-2023,10.0
01-06-2023,251.2498
27-05-2023,498.2916
08-04-2023,10.8334
26-01-2023,259.2332
06-07-2023,51.6666
28-09-2023,13.125
17-03-2023,126.2084
19-08-2023,105.8334
06-05-2023,244.1666
20-05-2023,117.0416
04-04-2023,165.375
19-05-2023,166.2083
28-01-2023,101.5
13-05-2023,169.9999
16-05-2023,97.8749
18-11-2023,64.5833
30-06-2023,290.8333
04-07-2023,116.2499
17-06-2023,84.1249
03-08-2023,111.6667
02-06-2023,280.7917
24-06-2023,112.0833
24-08-2023,59.5832
03-11-2023,133.7499
07-07-2023,55.8332
15-07-2023,7.9166
28-10-2023,25.0
22-04-2023,94.5832
25-03-2023,156.6666
01-07-2023,202.0832
19-01-2023,236.0668
18-06-2023,35.0
25-05-2023,236.6664
28-10-2023,332.5
14-02-2023,445.9667
13-07-2023,147.4999
23-09-2023,172.5
11-02-2023,163.3334
09-09-2023,138.5418
24-06-2023,62.9167
25-11-2023,69.1666
02-06-2023,226.2501
05-10-2023,288.333
14-07-2023,216.6666
29-03-2023,996.0834
11-01-2023,269.2081
25-03-2023,230.7501
11-02-2023,79.4166
09-09-2023,131.2499
20-05-2023,82.6666
22-03-2023,3.3333
15-02-2023,27.0
08-06-2023,108.7501
09-02-2023,119.3166
29-06-2023,181.2501
12-05-2023,126.25
04-02-2023,157.3166
02-09-2023,213.5416
11-05-2023,167.5
13-09-2023,17.2916
09-09-2023,146.2499
18-07-2023,47.0833
28-04-2023,184.5418
18-05-2023,32.9166
08-06-2023,402.4169
22-04-2023,0.0
19-11-2023,107.9166
18-07-2023,217.4998
06-04-2023,153.3334
28-07-2023,161.6667
25-02-2023,487.3753
07-06-2023,197.2915
01-09-2023,119.1667
29-09-2023,225.0
14-07-2023,236.6665
06-08-2023,70.6667
04-06-2023,59.1334
25-03-2023,142.4998
03-03-2023,64.9999
24-01-2023,118.9833
29-06-2023,75.0
11-07-2023,24.1667
12-08-2023,205.8333
14-07-2023,0.0
12-01-2023,278.3747
29-07-2023,57.4999
21-04-2023,174.1666
30-03-2023,169.9584
13-01-2023,274.2499
18-07-2023,162.5
11-10-2023,174.9999
09-09-2023,88.3333
18-04-2023,101.125
14-07-2023,128.7501
09-06-2023,239.7498
28-05-2023,0.0
03-11-2023,142.4999
08-10-2023,114.1666
26-07-2023,180.0
02-07-2023,48.7501
13-08-2023,0.0
13-05-2023,142.875
03-05-2023,147.9168
17-02-2023,129.9583
28-02-2023,0.0
18-03-2023,96.6667
29-04-2023,0.0
23-02-2023,178.3332
05-05-2023,132.8747
08-04-2023,16.8749
28-05-2023,185.0833
25-08-2023,171.8751
29-07-2023,154.1666
19-10-2023,94.1667
18-07-2023,87.9167
29-04-2023,17.4999
15-03-2023,145.0
18-06-2023,222.2916
12-05-2023,100.3749
27-07-2023,81.6667
23-09-2023,59.5832
09-09-2023,106.6665
22-04-2023,53.3332
12-03-2023,38.625
15-08-2023,38.3333
27-06-2023,139.7916
10-11-2023,201.2502
19-02-2023,43.2916
01-07-2023,132.0833
06-08-2023,378.3332
30-08-2023,113.7499
19-09-2023,320.8333
09-04-2023,159.375
05-08-2023,136.6666
03-03-2023,111.625
02-05-2023,24.1666
25-03-2023,66.6667
02-03-2023,126.6666
01-07-2023,411.75
11-02-2023,175.2333
05-09-2023,139.1667
05-01-2023,82.5
14-05-2023,21.6666
16-07-2023,199.9998
08-09-2023,373.9579
21-01-2023,203.1498
09-03-2023,357.0418
29-09-2023,109.2499
11-02-2023,163.3334
22-07-2023,67.5
11-08-2023,135.0
23-02-2023,117.8333
14-06-2023,39.125
12-08-2023,243.75
29-09-2023,73.7499
15-08-2023,134.5834
14-06-2023,222.5
04-07-2023,244.9999
28-01-2023,159.0
01-06-2023,101.6249
22-04-2023,117.9165
05-03-2023,26.6667
29-07-2023,198.5416
16-05-2023,146.6248
08-07-2023,181.6664
12-07-2023,50.8333
18-03-2023,127.0001
04-05-2023,42.9167
13-01-2023,274.2499
25-03-2023,41.5833
21-01-2023,0.0
21-05-2023,1548.4582
11-02-2023,54.1667
08-09-2023,60.4167
14-02-2023,123.3334
29-06-2023,72.0834
19-11-2023,107.9166
01-10-2023,50.4167
17-08-2023,0.0
16-08-2023,88.3333
02-08-2023,30.0
01-02-2023,159.0833
20-06-2023,249.5834
18-06-2023,260.3334
10-08-2023,437.8332
24-08-2023,923.5495
05-10-2023,233.3333
04-03-2023,166.625
24-11-2023,59.7916
10-03-2023,190.4166
04-03-2023,773.25
10-03-2023,147.8001
08-09-2023,102.0833
22-04-2023,8.9583
15-09-2023,90.8333
26-03-2023,128.2916
14-04-2023,320.3748
23-06-2023,127.9166
01-04-2023,162.0
13-05-2023,142.875
22-06-2023,127.0416
30-09-2023,165.4167
18-01-2023,216.5415
15-07-2023,91.2499
09-09-2023,210.2084
03-03-2023,303.2916
25-01-2023,153.25
08-04-2023,147.9167
21-02-2023,0.0
08-02-2023,346.8663
30-09-2023,177.2918
18-08-2023,72.2915
23-07-2023,0.0
14-07-2023,0.0
06-09-2023,414.9998
17-01-2023,221.0832
15-04-2023,228.25
09-08-2023,26.6666
23-08-2023,195.4167
13-07-2023,116.2501
11-01-2023,137.2915
15-07-2023,112.7083
14-01-2023,388.4168
14-02-2023,101.4999
01-04-2023,102.7083
31-05-2023,186.2083
15-07-2023,194.9999
27-05-2023,498.2916
21-01-2023,173.0667
09-09-2023,68.125
19-01-2023,110.4582
05-01-2023,426.2916
27-05-2023,217.0833
30-03-2023,61.9667
01-09-2023,32.0833
23-06-2023,254.1666
28-06-2023,169.1667
22-04-2023,121.2499
02-06-2023,271.6665
02-07-2023,37.5
03-06-2023,80.8333
11-07-2023,26.6666
02-04-2023,157.9167
13-07-2023,130.4168
13-04-2023,76.875
17-02-2023,192.8749
10-06-2023,92.0834
28-10-2023,63.3334
01-02-2023,123.1499
20-01-2023,142.5499
05-02-2023,84.3831
22-06-2023,42.9166
22-07-2023,323.625
21-04-2023,102.8749
13-01-2023,103.1666
27-04-2023,218.7499
10-06-2023,62.5
22-09-2023,142.9166
28-01-2023,275.2499
19-08-2023,110.4166
09-04-2023,125.6917
09-02-2023,162.0669
04-08-2023,114.1667
17-06-2023,163.25
03-03-2023,162.0416
28-01-2023,243.9001
05-05-2023,512.75
17-08-2023,542.9166
08-09-2023,4.5833
05-07-2023,184.1667
14-02-2023,148.7333
01-08-2023,96.25
06-09-2023,209.9998
01-09-2023,170.0
14-04-2023,61.8749
23-06-2023,200.8333
12-08-2023,30.8333
18-02-2023,115.7916
09-06-2023,184.9583
18-03-2023,524.4583
16-06-2023,65.4165
20-05-2023,301.25
05-05-2023,334.5832
22-04-2023,57.0834
26-07-2023,45.8333
19-07-2023,65.8333
29-09-2023,439.5833
29-03-2023,83.7083
30-03-2023,61.9667
15-09-2023,1086.5582
20-10-2023,280.4166
25-08-2023,150.5
10-05-2023,77.8749
18-03-2023,259.9167
11-06-2023,116.2083
25-02-2023,123.75
21-07-2023,0.0
05-08-2023,88.625
28-01-2023,128.4834
09-04-2023,62.9166
27-05-2023,99.7915
18-02-2023,120.8336
07-10-2023,131.25
04-07-2023,587.0832
13-11-2023,290.8332
28-04-2023,175.4167
21-01-2023,173.0667
11-08-2023,0.0
19-05-2023,178.7499
22-04-2023,68.6666
09-07-2023,163.9582
19-02-2023,112.1666
06-01-2023,89.8334
14-04-2023,97.8332
20-07-2023,159.9998
13-08-2023,110.0
15-03-2023,57.9167
07-07-2023,144.3749
21-03-2023,188.2916
17-11-2023,138.3332
24-11-2023,447.2914
03-02-2023,161.8166
30-08-2023,123.6666
24-02-2023,164.125
07-04-2023,413.4999
01-07-2023,88.3334
04-03-2023,109.1667
12-05-2023,145.7499
18-11-2023,362.0833
16-09-2023,239.9999
17-03-2023,244.125
18-08-2023,197.4999
18-11-2023,76.6665
04-02-2023,318.1501
07-04-2023,413.4999
04-04-2023,152.1664
01-10-2023,80.0001
08-07-2023,53.3333
10-11-2023,169.1664
25-03-2023,302.875
03-03-2023,224.5416
13-10-2023,250.0
25-05-2023,46.25
03-02-2023,132.7334
17-02-2023,120.4168
01-07-2023,77.5
15-03-2023,145.0
11-08-2023,93.7499
29-07-2023,110.4167
10-11-2023,169.1664
23-02-2023,311.25
22-06-2023,259.9584
13-08-2023,0.0
25-08-2023,184.1668
11-03-2023,178.2917
25-02-2023,194.1249
08-02-2023,215.4832
28-02-2023,99.5833
31-05-2023,122.4584
18-05-2023,149.5416
18-06-2023,159.1666
12-08-2023,409.0001
17-06-2023,206.6249
13-09-2023,113.4165
23-06-2023,534.5834
10-03-2023,71.6251
12-05-2023,88.7082
15-04-2023,215.8331
16-05-2023,160.0
24-11-2023,184.1667
28-01-2023,207.7332
28-01-2023,332.5501
25-05-2023,86.6249
30-06-2023,167.0833
18-05-2023,182.875
11-07-2023,166.6666
29-07-2023,162.9166
31-08-2023,101.6666
14-10-2023,90.8333
24-06-2023,49.2
05-04-2023,136.25
01-06-2023,5.0
17-03-2023,0.0
08-01-2023,107.7081
23-06-2023,163.5415
06-10-2023,429.9999
18-06-2023,144.0001
11-03-2023,47.9168
28-05-2023,48.7499
26-07-2023,281.4999
16-03-2023,372.0416
28-09-2023,336.1667
22-04-2023,72.9166
25-08-2023,230.0832
08-02-2023,1137.4997
04-03-2023,167.4999
18-07-2023,103.7499
14-03-2023,208.2918
20-09-2023,116.6667
26-09-2023,158.3333
28-06-2023,47.0834
22-07-2023,610.4162
01-04-2023,31.4583
03-05-2023,177.9167
01-11-2023,291.2498
21-04-2023,32.5
28-01-2023,95.8333
11-05-2023,89.9582
08-07-2023,556.6667
08-04-2023,324.1665
01-02-2023,140.15
09-09-2023,165.4167
08-02-2023,219.0
12-07-2023,219.375
30-04-2023,14.5833
15-06-2023,79.1249
21-10-2023,66.8749
26-01-2023,80.6666
09-02-2023,142.3166
08-06-2023,402.4169
04-10-2023,105.8334
05-07-2023,144.5832
26-03-2023,161.8332
21-04-2023,14.5833
22-07-2023,67.4166
20-05-2023,18.9583
29-07-2023,0.0
10-06-2023,4.5833
14-10-2023,188.3332
14-07-2023,157.9166
07-07-2023,244.1664
25-02-2023,487.3753
24-05-2023,670.9582
28-06-2023,143.125
14-11-2023,120.0
24-09-2023,116.4583
04-11-2023,114.9999
09-08-2023,52.0833
07-11-2023,116.25
10-01-2023,87.7082
08-07-2023,90.8334
03-09-2023,237.5
18-05-2023,152.0832
01-08-2023,69.1666
02-06-2023,153.3333
30-04-2023,71.6666
09-09-2023,31.2499
14-10-2023,230.8332
11-08-2023,70.4166
06-09-2023,274.9998
03-02-2023,1346.9168
27-01-2023,106.9999
24-11-2023,32.9167
31-08-2023,137.0833
23-05-2023,104.5833
20-07-2023,159.9998
24-08-2023,122.4999
08-09-2023,110.8333
01-08-2023,125.0
03-10-2023,79.1667
11-11-2023,131.25
12-09-2023,236.25
24-08-2023,177.9166
04-02-2023,136.9
25-07-2023,89.5833
04-02-2023,110.9834
29-09-2023,26.2499
22-09-2023,312.4997
07-10-2023,97.4999
27-05-2023,479.0002
02-09-2023,182.0832
19-01-2023,232.7333
18-03-2023,524.4583
09-06-2023,47.5001
22-04-2023,34.5833
02-09-2023,626.6664
11-08-2023,158.3332
25-08-2023,379.1668
29-10-2023,111.2499
25-08-2023,99.8334
27-04-2023,128.5917
08-09-2023,47.5
08-10-2023,86.6667
11-03-2023,25.8333
09-03-2023,127.4582
28-07-2023,200.4165
05-07-2023,61.6667
22-06-2023,103.1085
25-06-2023,58.7499
31-05-2023,329.5414
28-07-2023,161.6667
29-04-2023,136.2668
09-09-2023,152.5001
13-01-2023,46.2915
05-10-2023,233.3333
16-06-2023,52.6667
27-05-2023,94.7499
09-04-2023,187.5
31-05-2023,131.2082
28-10-2023,332.5
04-03-2023,773.25
24-11-2023,447.2914
29-04-2023,149.9583
26-05-2023,39.5833
19-01-2023,147.3832
23-09-2023,65.4166
15-02-2023,259.9999
08-02-2023,1137.4997
01-08-2023,544.8748
22-04-2023,106.6666
29-08-2023,192.0833
21-01-2023,87.1499
29-04-2023,314.1666
07-07-2023,233.7499
04-02-2023,147.8166
06-01-2023,249.625
09-06-2023,75.6333
12-01-2023,239.4165
10-11-2023,195.4165
24-03-2023,123.3333
21-06-2023,178.7083
17-02-2023,630.7087
21-09-2023,127.0834
15-10-2023,68.3333
21-01-2023,0.0
08-09-2023,373.9579
06-01-2023,142.3335
02-02-2023,217.2416
15-06-2023,441.6249
26-07-2023,281.4999
14-03-2023,106.2501
17-01-2023,224.6249
19-07-2023,220.2083
22-04-2023,176.6249
21-01-2023,0.0
30-09-2023,37.0834
26-07-2023,148.3332
29-09-2023,641.2499
20-05-2023,140.5833
14-10-2023,89.1666
18-02-2023,193.9582
21-05-2023,48.2916
13-01-2023,357.2335
09-02-2023,540.2333
20-11-2023,67.7082
05-08-2023,79.1666
24-11-2023,131.6666
04-08-2023,99.9999
02-11-2023,289.7917
01-07-2023,132.0833
24-11-2023,184.1667
24-02-2023,70.3751
30-07-2023,167.0833
16-09-2023,239.9999
21-07-2023,129.1667
09-09-2023,802.0831
06-07-2023,429.5833
18-08-2023,182.9164
23-11-2023,198.7499
26-05-2023,212.4583
04-04-2023,62.0
03-02-2023,1346.9168
08-10-2023,258.1249
29-11-2023,74.5834
04-11-2023,114.3749
19-11-2023,79.1666
25-08-2023,63.4165
04-10-2023,109.1666
29-06-2023,202.125
01-07-2023,68.75
11-05-2023,89.9582
28-02-2023,82.8333
26-01-2023,281.4832
17-11-2023,138.3332
18-06-2023,144.0001
21-07-2023,113.7501
22-09-2023,127.7082
04-03-2023,172.4583
04-02-2023,168.7168
18-11-2023,48.75
31-08-2023,167.5
27-09-2023,252.0832
01-03-2023,346.2668
14-03-2023,208.2918
22-02-2023,317.2665
04-07-2023,47.5001
09-09-2023,47.9167
11-02-2023,0.0
15-06-2023,109.5416
14-01-2023,119.1666
30-04-2023,250.7917
06-11-2023,57.0833
30-04-2023,12.9166
22-03-2023,441.9998
30-09-2023,69.1668
08-11-2023,275.0
27-01-2023,108.3332
10-05-2023,9.5833
04-10-2023,349.5833
21-10-2023,1851.4575
07-07-2023,183.3332
14-10-2023,112.4999
17-03-2023,129.9582
17-02-2023,124.1249
06-10-2023,40.0
14-11-2023,508.3334
28-03-2023,127.4582
11-03-2023,164.0834
29-04-2023,260.375
12-10-2023,298.7501
14-01-2023,126.2499
25-11-2023,104.1667
26-05-2023,268.2916
24-06-2023,114.3999
10-02-2023,299.9666
18-07-2023,474.3749
17-06-2023,214.9584
25-03-2023,424.5833
09-02-2023,119.3166
27-05-2023,223.2501
22-07-2023,610.4162
26-04-2023,111.6666
20-06-2023,249.5834
06-04-2023,264.1668
15-03-2023,378.6668
04-04-2023,13.5416
21-10-2023,26.6667
08-02-2023,256.9001
09-03-2023,136.2084
18-06-2023,109.125
29-06-2023,122.4999
25-11-2023,100.2082
25-11-2023,156.875
01-07-2023,80.4165
30-09-2023,37.0834
13-10-2023,132.5
26-11-2023,136.0418
08-02-2023,1137.4997
23-11-2023,86.6667
30-09-2023,147.9166
04-03-2023,196.6001
08-01-2023,62.9165
26-10-2023,224.1667
30-03-2023,233.3333
22-03-2023,200.375
09-09-2023,393.7501
02-08-2023,114.1667
01-04-2023,264.9583
28-09-2023,131.2499
09-09-2023,209.5833
30-06-2023,348.7496
04-05-2023,117.875
13-09-2023,70.8333
02-07-2023,224.1667
25-02-2023,73.2917
25-03-2023,113.3333
25-02-2023,168.3333
24-08-2023,69.7916
06-01-2023,249.625
12-09-2023,337.4998
25-07-2023,76.0416
01-09-2023,210.8332
18-01-2023,252.5416
23-02-2023,401.625
21-07-2023,205.4165
29-06-2023,94.5833
01-07-2023,202.0831
27-07-2023,131.6666
17-05-2023,283.7084
21-06-2023,178.7083
14-02-2023,97.1499
08-01-2023,107.7081
06-09-2023,109.4166
30-08-2023,113.7499
19-07-2023,243.7498
08-07-2023,180.4167
16-06-2023,245.3749
07-01-2023,108.9582
26-01-2023,281.4832
14-02-2023,73.6668
20-05-2023,105.5
16-07-2023,170.6251
24-10-2023,157.0832
29-08-2023,175.0
25-05-2023,326.8332
18-05-2023,261.5834
28-01-2023,95.8333
26-10-2023,154.5833
03-10-2023,114.5834
11-02-2023,26.4833
29-09-2023,141.8748
15-09-2023,1086.5582
09-09-2023,137.5001
17-01-2023,78.9583
04-02-2023,49.9999
19-04-2023,167.9166
26-05-2023,89.375
04-03-2023,194.9998
19-04-2023,180.8333
19-08-2023,212.9168
26-11-2023,243.7501
09-06-2023,116.6249
07-10-2023,54.9999
08-01-2023,0.0
27-05-2023,65.6249
20-07-2023,4.1667
12-05-2023,260.3749
18-05-2023,202.8334
01-07-2023,411.75
24-08-2023,923.5495
07-01-2023,228.3749
18-07-2023,212.2916
24-01-2023,241.7668
14-01-2023,119.1666
09-03-2023,230.375
25-08-2023,150.5
08-07-2023,47.0834
26-05-2023,137.4582
29-09-2023,147.0833
15-04-2023,308.6667
01-07-2023,202.0831
17-05-2023,78.7499
29-07-2023,17.9166
23-06-2023,55.0
14-05-2023,95.3333
19-01-2023,236.0668
03-02-2023,161.8166
29-06-2023,164.9999
03-05-2023,232.8751
29-07-2023,110.4167
29-07-2023,87.0832
01-03-2023,237.0416
10-08-2023,437.8332
28-01-2023,112.3333
27-06-2023,201.6667
16-03-2023,169.1667
17-03-2023,497.8333
26-05-2023,60.8333
17-02-2023,95.7916
10-02-2023,500.6665
29-04-2023,58.1249
14-05-2023,16.6666
23-10-2023,207.0832
27-04-2023,138.2917
29-04-2023,136.2668
07-06-2023,13.3333
18-05-2023,202.8334
13-05-2023,54.1667
25-01-2023,0.0
15-08-2023,134.5834
20-10-2023,124.5833
14-07-2023,0.0
01-07-2023,52.9166
29-04-2023,166.2082
20-05-2023,71.7499
20-10-2023,10.0
01-07-2023,146.25
25-05-2023,326.8332
04-11-2023,0.0
05-08-2023,58.2499
22-03-2023,441.9998
25-07-2023,127.9167
03-11-2023,28.7499
29-04-2023,15.8333
20-10-2023,403.3332
29-09-2023,169.5833
06-09-2023,274.9998
17-08-2023,325.8335
28-09-2023,0.0
08-06-2023,128.5416
20-08-2023,56.25
19-07-2023,135.0001
20-07-2023,0.0
02-08-2023,17.0834
28-05-2023,47.4167
04-05-2023,194.5416
08-07-2023,499.5831
09-09-2023,77.0833
29-08-2023,40.625
03-03-2023,77.9169
23-02-2023,200.9333
28-04-2023,422.8334
21-02-2023,25.0
08-10-2023,114.1666
25-06-2023,125.6249
09-07-2023,95.6251
19-07-2023,180.625
12-05-2023,300.7916
19-07-2023,208.3333
14-04-2023,202.8748
10-02-2023,113.3332
13-10-2023,114.5833
05-05-2023,77.0416
02-07-2023,0.0
15-08-2023,38.3333
22-07-2023,263.3333
19-05-2023,73.2916
27-07-2023,119.3332
02-06-2023,147.0831
18-08-2023,182.9164
29-04-2023,479.5414
04-08-2023,164.5833
06-07-2023,163.7499
04-10-2023,145.4167
03-10-2023,201.0001
12-04-2023,244.1252
17-06-2023,100.4167
11-08-2023,5.0
22-09-2023,282.0833
29-09-2023,162.9168
30-09-2023,143.7499
30-07-2023,116.4584
28-07-2023,200.4165
30-06-2023,348.7496
